Date,Close,High,Low,Open,Volume
1986-03-13,0.05912531912326813,0.0617652868269963,0.053846598037792626,0.053846598037792626,1031788800
1986-03-14,0.06123681738972664,0.06229316893742143,0.05912532861651287,0.05912532861651287,308160000
1986-03-17,0.06229317560791969,0.06282104785774893,0.061236823947108304,0.061236823947108304,133171200
1986-03-18,0.06070897355675697,0.06282107047772949,0.06018110111685673,0.06229319803782925,67766400
1986-03-19,0.05965319648385048,0.06123681294891917,0.05912532432882758,0.06070894079389627,47894400
1986-03-20,0.058069586753845215,0.05965320340258592,0.05754171453759831,0.05965320340258592,58435200
1986-03-21,0.056485988199710846,0.05912535012643319,0.05543024342902191,0.05806960535574425,59990400
1986-03-24,0.054902393370866776,0.05648601117091098,0.05437452077085204,0.05648601117091098,65289600
1986-03-25,0.05595811828970909,0.05595811828970909,0.05437450106362338,0.05490237347231862,32083200
1986-03-26,0.057541705667972565,0.0580695778028519,0.055430217128455195,0.05595808926333454,22752000
1986-03-27,0.058597464114427567,0.058597464114427567,0.057541719589248794,0.057541719589248794,16848000
1986-03-31,0.058069586753845215,0.058597458970092116,0.0570138423213514,0.058597458970092116,12873600
1986-04-01,0.057541705667972565,0.0580695778028519,0.05754170566797256,0.0580695778028519,11088000
1986-04-02,0.058069586753845215,0.05912533118633902,0.05754171453759831,0.05754171453759831,27014400
1986-04-03,0.058597464114427567,0.060181080902195726,0.058597464114427567,0.058597464114427567,23040000
1986-04-04,0.058597464114427567,0.05912533637701695,0.058597464114427567,0.058597464114427567,26582400
1986-04-07,0.057541705667972565,0.059125322072610585,0.05648596139821388,0.05859744993773124,16560000
1986-04-08,0.058069586753845215,0.05912533118633902,0.05754171453759831,0.05754171453759831,10252800
1986-04-09,0.05912531912326813,0.05965319123181567,0.058069574906173024,0.058069574906173024,12153600
1986-04-10,0.05965319648385048,0.060181068638873375,0.05806958001878179,0.05912532432882758,13881600
1986-04-11,0.06070897355675697,0.06176532559792901,0.06018110111685673,0.06018110111685673,17222400
1986-04-14,0.06123681738972664,0.06176529674411799,0.0607089451964232,0.0607089451964232,12153600
1986-04-15,0.06123681738972664,0.06123681738972664,0.05912532861651287,0.06123681738972664,9302400
1986-04-16,0.0633489340543747,0.06387680642041943,0.06070896506286441,0.06123683742890915,31910400
1986-04-17,0.06387674808502197,0.06387674808502197,0.06334887620105588,0.06334887620105588,22003200
1986-04-18,0.06176529824733734,0.06387678707193968,0.06123681888008406,0.06387678707193968,21628800
1986-04-21,0.06176529824733734,0.06229317045348792,0.06018107446778289,0.061765298247337334,22924800
1986-04-22,0.06070897355675697,0.06176532559792901,0.06070897355675697,0.06176532559792901,15552000
1986-04-23,0.060972895473241806,0.06123683390660981,0.060181089235246024,0.06070896157092792,15609600
1986-04-24,0.06704401969909668,0.06809976410179615,0.06070894612180267,0.06097287995695106,62352000
1986-04-25,0.07126759737730026,0.07417089646126751,0.06757188517461134,0.06757188517461134,85795200
1986-04-28,0.0717955082654953,0.07232338069913193,0.07073915623685771,0.07126763583185868,28886400
1986-04-29,0.06968340277671814,0.0717954994121801,0.06915553040817503,0.0717954994121801,30326400
1986-04-30,0.06809975951910019,0.0702112481824089,0.06651614302161865,0.06968337601658173,30902400
1986-05-01,0.06704401969909668,0.06809976410179615,0.0659882752963972,0.06809976410179615,54345600
1986-05-02,0.06704401969909668,0.06809976410179615,0.06651614749774694,0.06704401969909668,20246400
1986-05-05,0.06651616841554642,0.06704404078289983,0.06651616841554642,0.06704404078289983,3254400
1986-05-06,0.06704401969909668,0.06809976410179615,0.06704401969909668,0.06704401969909668,9734400
1986-05-07,0.06704401969909668,0.0675718919004464,0.0659882752963972,0.06704401969909668,5155200
1986-05-08,0.06757190078496933,0.06757190078496933,0.06651615624345791,0.06704402851421362,3542400
1986-05-09,0.06704401969909668,0.0675718919004464,0.06704401969909668,0.0675718919004464,6076800
1986-05-12,0.06757190078496933,0.06915551759723645,0.06704402851421362,0.06704402851421362,10483200
1986-05-13,0.06809975951910019,0.06862763168492736,0.067571887353273,0.067571887353273,3830400
1986-05-14,0.06757190078496933,0.06809977305572504,0.06757190078496933,0.06809977305572504,9302400
1986-05-15,0.06757190078496933,0.06862764532648075,0.06757190078496933,0.06757190078496933,3801600
1986-05-16,0.06809975951910019,0.06968337601658173,0.067571887353273,0.067571887353273,11952000
1986-05-19,0.06704401969909668,0.06809976410179615,0.06651614749774694,0.06809976410179615,11001600
1986-05-20,0.06651616841554642,0.06704404078289983,0.06598829604819301,0.06704404078289983,61977600
1986-05-21,0.06546042114496231,0.06704403818567466,0.06546042114496231,0.06651616583877054,8092800
1986-05-22,0.06546042114496231,0.06598829349186643,0.06546042114496231,0.06546042114496231,4406400
1986-05-23,0.06546042114496231,0.06651616583877054,0.06546042114496231,0.06546042114496231,4089600
1986-05-27,0.06757190078496933,0.06757190078496933,0.06546041170194651,0.06546041170194651,13881600
1986-05-28,0.06968340277671814,0.06968340277671814,0.06757191330254567,0.06757191330254567,15523200
1986-05-29,0.07126759737730026,0.07232334167491516,0.0691555016210337,0.06968337376984116,45676800
1986-05-30,0.07390695810317993,0.07496270240053547,0.07179546950846886,0.07179546950846886,27072000
1986-06-02,0.0717955082654953,0.07390699800004179,0.0717955082654953,0.07390699800004179,19728000
1986-06-03,0.0717955082654953,0.0717955082654953,0.07073915623685771,0.0717955082654953,5011200
1986-06-04,0.07126759737730026,0.07232334167491516,0.07073911806745607,0.07179546952610771,4723200
1986-06-05,0.07232334464788437,0.07232334464788437,0.07073912097530317,0.07126760030687136,13708800
1986-06-06,0.07232334464788437,0.07232334464788437,0.07126760030687136,0.07232334464788437,3427200
1986-06-09,0.0691554918885231,0.07232333149658267,0.0691554918885231,0.07232333149658267,12672000
1986-06-10,0.0691554918885231,0.0691554918885231,0.06809974773948702,0.0691554918885231,3427200
1986-06-11,0.0691554918885231,0.0691554918885231,0.06809974773948702,0.0691554918885231,2304000
1986-06-12,0.06651616841554642,0.06915553025231347,0.06598829604819301,0.06915553025231347,13708800
1986-06-13,0.06651616841554642,0.06704404078289983,0.06598829604819301,0.06651616841554642,7891200
1986-06-16,0.06598830223083496,0.06704404706445768,0.0654604298140236,0.06651617464764632,9590400
1986-06-17,0.06704401969909668,0.06809976410179615,0.06651614749774694,0.06651614749774694,13075200
1986-06-18,0.06651616841554642,0.06704404078289983,0.0654604236808396,0.06704404078289983,4348800
1986-06-19,0.06598830223083496,0.06704404706445768,0.0654604298140236,0.06651617464764632,8467200
1986-06-20,0.0662522092461586,0.06651614306371288,0.06598827089755165,0.06598827089755165,3801600
1986-06-23,0.06704401969909668,0.06704401969909668,0.06493253089369773,0.06625221366259855,46195200
1986-06-24,0.06651616841554642,0.06757191315025324,0.06598829604819301,0.06704404078289983,14572800
