Date,close,ret,rf,state,lam,p_bear,raw_state,vm_alarm
2002-01-02,724.9500122070312,0.0450482909760618,6.74603193525284e-05,0.0,,,0.0,0.0
2002-01-03,727.6599731445312,0.0037381348946388,6.70634943341452e-05,0.0,,,0.0,0.0
2002-01-04,747.719970703125,0.0275678177980656,6.666666458523462e-05,0.0,,,0.0,0.0
2002-01-07,751.47998046875,0.0050286335967317,6.587301454846822e-05,0.0,,,0.0,0.0
2002-01-08,734.760009765625,-0.0222493893885178,6.547618953008501e-05,0.0,,,0.0,0.0
2002-01-09,751.6099853515625,0.02293262475092,6.547618953008501e-05,0.0,,,0.0,0.0
2002-01-10,728.22998046875,-0.0311065650250463,6.547618953008501e-05,0.0,,,0.0,0.0
2002-01-11,727.3599853515625,-0.0011946708327327,6.309523941978576e-05,0.0,,,0.0,0.0
2002-01-14,744.030029296875,0.0229185606591422,6.111110959734234e-05,0.0,,,0.0,0.0
2002-01-15,718.6400146484375,-0.0341249864235071,6.190475963410877e-05,0.0,,,0.0,0.14680763377887926
2002-01-16,710.9500122070312,-0.0107007712966946,6.230158938301934e-05,0.0,,,0.0,0.12642771208654713
2002-01-17,713.5,0.0035867328914627,6.349206443816897e-05,0.0,,,0.0,0.12642771208654713
2002-01-18,708.469970703125,-0.007049795790995,6.269841440140256e-05,0.0,,,0.0,0.09448790126981779
2002-01-21,717.3499755859375,0.0125340596638126,6.269841440140256e-05,0.0,,,0.0,0.09448790126981779
2002-01-22,724.3599853515625,0.0097720917323502,6.50793645117018e-05,0.0,,,0.0,0.07012925512166178
2002-01-23,742.6199951171875,0.025208473873336,6.626983956685142e-05,0.0,,,0.0,0.07012925512166178
2002-01-24,757.7100219726562,0.0203199845879284,6.626983956685142e-05,0.0,,,0.0,0.0
2002-01-25,774.6799926757812,0.0223963920378731,6.666666458523462e-05,0.0,,,0.0,0.0
2002-01-28,780.239990234375,0.0071771539360261,6.70634943341452e-05,0.0,,,0.0,0.0
2002-01-29,774.030029296875,-0.0079590395458127,6.74603193525284e-05,0.0,,,0.0,0.0
2002-01-30,749.4500122070312,-0.0317558959723721,6.70634943341452e-05,0.0,,,0.0,0.0
2002-01-31,748.0700073242188,-0.001841356808773,6.825396938929481e-05,0.0,,,0.0,0.0
