Date,close,ret,rf,state,lam,p_bear
1999-01-04,1854.3900146484373,0.0100108413271442,0.0001734126938713,0.0,150.0,0.223569461917557
1999-01-05,1903.0,0.0262134637091315,0.0001734126938713,0.0,150.0,0.2491129589607574
1999-01-06,1963.949951171875,0.0320283505895298,0.0001734126938713,0.0,150.0,0.2787493410499762
1999-01-07,1966.3499755859373,0.0012220394988324,0.000171031743761,0.0,150.0,0.2725495415553126
1999-01-08,1973.6600341796875,0.0037175775851254,0.000173015878314,0.0,150.0,0.2651629987854255
1999-01-11,2000.1800537109373,0.0134369744900226,0.0001742063439081,0.0,150.0,0.2759244928591932
1999-01-12,1939.0799560546875,-0.0305472987508752,0.000173015878314,0.0,150.0,0.2382744720336866
1999-01-13,1948.7099609375,0.0049662752960459,0.0001722222282772,0.0,150.0,0.2372776714206293
1999-01-14,1906.1199951171875,-0.0218554667826622,0.000171031743761,0.0,150.0,0.2204922143702862
1999-01-15,1981.6199951171875,0.0396092587000842,0.0001714285782405,0.0,150.0,0.2435351616052824
1999-01-19,2033.7099609375,0.0262865564279048,0.0001698412781669,0.0,150.0,0.2623513750577478
1999-01-20,2033.7099609375,0.0,0.0001702380937243,0.0,150.0,0.2480535253741801
1999-01-21,1961.760009765625,-0.035378668814066,0.0001670634935772,0.0,150.0,0.2371298525043295
1999-01-22,1964.2099609375,0.0012488536618542,0.0001686507936507,0.0,150.0,0.23049646780943
1999-01-25,1997.1600341796875,0.0167752296839289,0.0001702380937243,0.0,150.0,0.2339959743275813
1999-01-26,2062.199951171875,0.0325662019463062,0.0001726190438346,0.0,150.0,0.2543980668218591
1999-01-27,2030.3599853515625,-0.0154398053409995,0.000173015878314,0.0,150.0,0.2348258408823549
1999-01-28,2104.590087890625,0.0365600696795693,0.0001734126938713,0.0,150.0,0.2586183242298224
1999-01-29,2127.18994140625,0.0107383635633655,0.000173015878314,0.0,150.0,0.2632931182969186
1999-02-01,2130.929931640625,0.0017581834896711,0.0001749999939449,0.0,150.0,0.2550200689035743
1999-02-02,2078.68994140625,-0.024515114016046,0.0001749999939449,0.0,150.0,0.2360919008294517
1999-02-03,2119.93994140625,0.0198442293765535,0.000173015878314,0.0,150.0,0.2468535100363011
1999-02-04,2027.6600341796875,-0.0435294912955642,0.000173015878314,0.0,150.0,0.2510327146600356
1999-02-05,1988.550048828125,-0.0192882360416917,0.0001742063439081,0.0,150.0,0.2548197458425831
1999-02-08,2034.2099609375,0.0229614095638592,0.0001746031783875,0.0,150.0,0.2435034723878515
1999-02-09,1935.3299560546875,-0.0486085540733671,0.0001749999939449,0.0,150.0,0.3042033220028056
1999-02-10,1944.1800537109373,0.0045729141062289,0.0001734126938713,0.0,150.0,0.288857787090918
1999-02-11,2044.6800537109373,0.0516927430708753,0.0001742063439081,0.0,150.0,0.258688505790097
1999-02-12,1958.5999755859373,-0.0420995343348565,0.0001753968284243,0.0,150.0,0.2979604650397479
1999-02-16,1954.489990234375,-0.0020984302066748,0.0001746031783875,0.0,150.0,0.2957958718260524
1999-02-17,1891.3699951171875,-0.0322948674245286,0.0001749999939449,0.0,150.0,0.3550911043525175
1999-02-18,1906.0899658203125,0.0077827028773462,0.0001749999939449,0.0,150.0,0.3204798449078395
1999-02-19,1931.5899658203125,0.0133781723094197,0.0001765872940184,0.0,150.0,0.2860797776773296
1999-02-22,1996.02001953125,0.0333559683219699,0.0001781745940919,0.0,150.0,0.2552755407013296
1999-02-23,2028.22998046875,0.0161370931264828,0.0001801587286449,0.0,150.0,0.250379313625886
1999-02-24,1989.1400146484373,-0.019272945473017,0.0001801587286449,0.0,150.0,0.251914058100725
1999-02-25,1974.3900146484373,-0.0074152648337361,0.0001785714285714,0.0,150.0,0.2472475748463737
1999-02-26,1925.280029296875,-0.0248734976307641,0.0001805555631243,0.0,150.0,0.283174590662584
1999-03-01,1937.699951171875,0.0064509690465837,0.0001817460287184,0.0,150.0,0.2600934346018878
1999-03-02,1888.6600341796875,-0.0253083130659776,0.0001801587286449,0.0,150.0,0.3158176276033869
1999-03-03,1899.81005859375,0.0059036693805538,0.0001777777785346,0.0,150.0,0.2868036255757178
1999-03-04,1933.030029296875,0.0174859431619782,0.0001777777785346,0.0,150.0,0.2474296949478781
1999-03-05,1969.8699951171875,0.0190581446030162,0.0001781745940919,0.0,150.0,0.2250818480759393
1999-03-08,2034.050048828125,0.0325808575540638,0.0001785714285714,0.0,150.0,0.2255862663940212
1999-03-09,2028.5699462890625,-0.0026941827425631,0.0001773809440552,0.0,150.0,0.2138958488334309
1999-03-10,2038.510009765625,0.0049000348717314,0.0001773809440552,0.0,150.0,0.2090362980011437
1999-03-11,2043.760009765625,0.002575410459036,0.0001777777785346,0.0,150.0,0.2019961913362084
1999-03-12,2008.9599609375,-0.0170274634310492,0.0001773809440552,0.0,150.0,0.2005053572915675
1999-03-15,2060.340087890625,0.025575485799701,0.0001769841284978,0.0,150.0,0.2038823753852174
1999-03-16,2073.31005859375,0.0062950630235047,0.0001757936439816,0.0,150.0,0.2020915714266609
1999-03-17,2064.5,-0.0042492721034332,0.0001746031783875,0.0,150.0,0.1887784529160091
1999-03-18,2102.77001953125,0.0185371855322111,0.0001734126938713,0.0,150.0,0.2016933211264269
1999-03-19,2053.68994140625,-0.0233406780908645,0.0001738095283508,0.0,150.0,0.1940170966756183
1999-03-22,2027.1400146484373,-0.0129279139087727,0.0001742063439081,0.0,150.0,0.2023358458107088
1999-03-23,1961.31005859375,-0.0324743015178968,0.0001738095283508,0.0,150.0,0.2904475397189452
1999-03-24,2013.550048828125,0.026635253312182,0.0001738095283508,0.0,150.0,0.2243021052357727
1999-03-25,2083.35009765625,0.0346651670609072,0.0001742063439081,0.0,150.0,0.2083429239788238
