Date,close,ret,rf,state,lam,p_bear
2003-01-02,0.0939370393753051,0.06949739284893264,4.7222224492875355e-05,1.0,10.0,0.6728969063092732
2003-01-03,0.0939370393753051,0.0,4.730158855044653e-05,1.0,10.0,0.7060586730790932
2003-01-06,0.1015686243772506,0.08124148954125698,4.690476353206332e-05,1.0,10.0,0.46867584063452916
2003-01-07,0.1012627556920051,-0.003011448536601513,4.6507938513680115e-05,1.0,10.0,0.5644285762935951
2003-01-08,0.091189906001091,-0.09947240347232,4.630952600448851e-05,1.0,10.0,0.8197736638052514
2003-01-09,0.0927924066781997,0.01757322435544051,4.6706351022871716e-05,1.0,10.0,0.7456763527901679
2003-01-10,0.0943949446082115,0.017270140816256108,4.6507938513680115e-05,1.0,10.0,0.6429934371197814
2003-01-13,0.0936321169137954,-0.00808123462100896,4.6507938513680115e-05,1.0,10.0,0.703763701859807
2003-01-14,0.0943188667297363,0.007334553981868996,4.6507938513680115e-05,1.0,10.0,0.6004422531390463
2003-01-15,0.0914188101887703,-0.030747364143760336,4.630952600448851e-05,1.0,10.0,0.7142400613076892
2003-01-16,0.0852377340197563,-0.06761273917534816,4.623015721638997e-05,1.0,10.0,0.8455902714138129
2003-01-17,0.0820327177643776,-0.037600908708294134,4.571428374638633e-05,1.0,10.0,0.8698698083514127
2003-01-21,0.0799723640084266,-0.025116244007286737,4.571428374638633e-05,1.0,10.0,0.8550416651203583
2003-01-22,0.0800492689013481,0.0009616433611165931,4.531745872800312e-05,1.0,10.0,0.8394454640054074
2003-01-23,0.0822616294026374,0.027637485409339524,4.531745872800312e-05,1.0,10.0,0.8161646504346766
2003-01-24,0.0776070430874824,-0.056582714796137634,4.472222120042832e-05,1.0,10.0,0.8630997153530279
2003-01-27,0.0764624178409576,-0.014748986702592393,4.531745872800312e-05,1.0,10.0,0.8705630274491931
2003-01-28,0.0792095810174942,0.03592828024678374,4.5634919688815166e-05,1.0,10.0,0.7999196621521519
2003-01-29,0.0808120295405387,0.02023048856539944,4.571428374638633e-05,1.0,10.0,0.6720210417824343
2003-01-30,0.0775310471653938,-0.040600172942062085,4.571428374638633e-05,1.0,10.0,0.7840483964478517
2003-01-31,0.0787516832351684,0.01574383572003968,4.555555563124399e-05,1.0,10.0,0.668891194321795
2003-02-03,0.0802782177925109,0.01938415148262873,4.571428374638633e-05,1.0,10.0,0.5706871964329681
2003-02-04,0.0766913518309593,-0.0446804383577909,4.551587123719473e-05,1.0,10.0,0.6952882498873408
2003-02-05,0.0773781463503837,0.008955305950770098,4.551587123719473e-05,1.0,10.0,0.6454805087815321
2003-02-06,0.0779889225959777,0.007893394639208351,4.531745872800312e-05,1.0,10.0,0.5696407327606253
2003-02-07,0.0744780600070953,-0.045017452120353796,4.511904621881152e-05,1.0,10.0,0.6821077766179112
2003-02-10,0.0753937885165214,0.01229527876181069,4.5634919688815166e-05,1.0,10.0,0.5912588070991921
2003-02-11,0.0740201696753501,-0.01821925742424102,4.571428374638633e-05,1.0,10.0,0.6691227639100129
2003-02-12,0.0744020491838455,0.0051591277103295585,4.5634919688815166e-05,1.0,10.0,0.619367495084184
2003-02-13,0.0753177627921104,0.012307639618932997,4.551587123719473e-05,1.0,10.0,0.5418585067309888
2003-02-14,0.091876670718193,0.21985395359907267,4.567460408286443e-05,1.0,10.0,0.3046834585648843
2003-02-18,0.097142070531845,0.057309432008068706,4.583333219800677e-05,1.0,10.0,0.2925851846353094
2003-02-19,0.0980577915906906,0.009426616643356533,4.5912696255577935e-05,0.0,10.0,0.281852746577715
2003-02-20,0.0980577915906906,0.0,4.5912696255577935e-05,0.0,10.0,0.2730552197842166
2003-02-21,0.0981347039341926,0.0007843572882311189,4.630952600448851e-05,0.0,10.0,0.2407114085917059
2003-02-24,0.0993553698062896,0.012438676871288745,4.6507938513680115e-05,0.0,10.0,0.24475259020743878
2003-02-25,0.098744586110115,-0.006147465379731765,4.662698223477318e-05,0.0,10.0,0.22650399370251023
2003-02-26,0.0939370393753051,-0.048686686776414856,4.690476353206332e-05,0.0,10.0,0.23714601955664094
2003-02-27,0.0959214344620704,0.0211247352477979,4.690476353206332e-05,0.0,10.0,0.19468102584064814
2003-02-28,0.0963032245635986,0.003980237614974236,4.662698223477318e-05,0.0,10.0,0.18429575474810297
2003-03-03,0.094700776040554,-0.01663961440861561,4.6507938513680115e-05,0.0,10.0,0.2048361999793133
2003-03-04,0.0939370393753051,-0.008064735023098901,4.623015721638997e-05,0.0,10.0,0.23016131209680615
2003-03-05,0.0954635515809059,0.01625037595130019,4.571428374638633e-05,0.0,10.0,0.2041650378144555
2003-03-06,0.0938610360026359,-0.016786674618027964,4.551587123719473e-05,0.0,10.0,0.24039966678189925
2003-03-07,0.0953106507658958,0.015444265533348656,4.353174614527869e-05,0.0,10.0,0.21087638483658036
2003-03-10,0.0926403999328613,-0.02801629001141992,4.206348979283893e-05,0.0,10.0,0.257716385566305
2003-03-11,0.0933271944522857,0.0074135530494485735,4.214285858093746e-05,0.0,10.0,0.25945716001483426
2003-03-12,0.0959214344620704,0.027797257005416798,4.2341271090129064e-05,0.0,10.0,0.2096242178826614
2003-03-13,0.1054604277014732,0.09944589854079733,4.3730158654470295e-05,0.0,10.0,0.18677710905381692
2003-03-14,0.1024074181914329,-0.02894933745842987,4.376984304851956e-05,0.0,10.0,0.16077651127307988
2003-03-17,0.10835961997509,0.058122759940402835,4.4325396182045104e-05,0.0,10.0,0.16458309410567526
2003-03-18,0.1075207889080047,-0.0077411776386639986,4.464285714285714e-05,0.0,10.0,0.16465309413033793
2003-03-19,0.1080546602606773,0.004965284928567293,4.503968216124035e-05,0.0,10.0,0.17318950335162972
2003-03-20,0.1090463921427726,0.009178057472975176,4.511904621881152e-05,0.0,10.0,0.18106125675831442
2003-03-21,0.1080546602606773,-0.009094586832335105,4.5912696255577935e-05,0.0,10.0,0.182608731789438
2003-03-24,0.1040099412202835,-0.037432157304794544,4.583333219800677e-05,0.0,10.0,0.15471160382597973
2003-03-25,0.1069860458374023,0.028613655408339156,4.571428374638633e-05,0.0,10.0,0.14706148480526787
2003-03-26,0.1099621057510376,0.027817271779146946,4.5595240025293254e-05,0.0,10.0,0.14979951342815767
2003-03-27,0.1068340241909027,-0.028446904856634037,4.4920633709619926e-05,0.0,10.0,0.16333256846666255
2003-03-28,0.1024843603372573,-0.040714218963360804,4.408729927880423e-05,0.0,10.0,0.20657344800915103
2003-03-31,0.0982866957783699,-0.040959074585367516,4.325396957851592e-05,0.0,10.0,0.2972279317110086
2003-04-01,0.1011867970228195,0.02950654940104136,4.345238208770752e-05,0.0,10.0,0.21308940058312548
2003-04-02,0.1049256697297096,0.03695020315789721,4.3730158654470295e-05,0.0,10.0,0.17134421481030643
2003-04-03,0.1062992513179779,0.01309099662462665,4.313492112689547e-05,0.0,10.0,0.14563080213052695
2003-04-04,0.1021785214543342,-0.03876537052285689,4.293650861770388e-05,0.0,10.0,0.21255628351084713
2003-04-07,0.1032471433281898,0.010458380671843903,4.4920633709619926e-05,0.0,10.0,0.24404004787203942
2003-04-08,0.1022554114460945,-0.00960541715854446,4.472222120042832e-05,0.0,10.0,0.2875620339335396
2003-04-09,0.1017206683754921,-0.0052294843181409645,4.4047619615282334e-05,0.0,10.0,0.3433544343949633
2003-04-10,0.1022554114460945,0.005256975589547297,4.4325396182045104e-05,0.0,10.0,0.3226254478405029
2003-04-11,0.1011108085513114,-0.011193567935389837,4.551587123719473e-05,0.0,10.0,0.3539818947121028
2003-04-14,0.1028652861714363,0.017352028386110163,4.5912696255577935e-05,0.0,10.0,0.27622285662659257
2003-04-15,0.1023314446210861,-0.005189715308432485,4.6031744707198374e-05,0.0,10.0,0.266215918691625
