Date,close,ret,rf,state,lam,p_bear,raw_state
2006-01-03,16.100215911865234,0.0349343286312358,0.0001595238087669,0.0,10.0,0.153855296881258,0.0
2006-01-04,16.219099044799805,0.0073839465001805,0.0001619841182042,0.0,10.0,0.1505226023899729,0.0
2006-01-05,16.541786193847656,0.0198955039460908,0.0001623015933566,0.0,10.0,0.1491165247247367,0.0
2006-01-06,16.834747314453125,0.0177103679839865,0.0001629761854807,0.0,10.0,0.1560943455678825,0.0
2006-01-09,16.92391586303711,0.0052966965834664,0.0001633730199601,0.0,10.0,0.159368366231613,0.0
2006-01-10,16.898435592651367,-0.0015055777038807,0.0001657539700704,0.0,10.0,0.1578029233893046,0.0
2006-01-11,17.06827163696289,0.0100504004279178,0.0001663492028675,0.0,10.0,0.1627389943296496,0.0
2006-01-12,17.000333786010742,-0.0039803591363651,0.0001668650763375,0.0,10.0,0.1505308141740188,0.0
2006-01-13,16.758323669433594,-0.0142356097017515,0.0001674603091345,0.0,10.0,0.1409636758167607,0.0
2006-01-17,16.486591339111328,-0.0162147679972247,0.000167936502941,0.0,10.0,0.1454873532259928,0.0
2006-01-18,16.117202758789062,-0.0224053943428537,0.0001685317546602,0.0,10.0,0.1742045517149839,0.0
2006-01-19,16.45686912536621,0.0210747715754782,0.0001683333374205,0.0,10.0,0.1330767109892802,0.0
2006-01-20,15.879435539245604,-0.0350876938816123,0.0001687301529778,0.0,10.0,0.2000835416372695,0.0
2006-01-23,15.853959083557127,-0.0016043678394935,0.0001685317546602,0.0,10.0,0.1984277821112324,0.0
2006-01-24,15.853959083557127,0.0,0.000170436510964,0.0,10.0,0.201357020827801,0.0
2006-01-25,15.807254791259766,-0.0029459072053364,0.0001709127047705,0.0,10.0,0.2070557485929865,0.0
2006-01-26,16.176639556884766,0.0233680528657791,0.0001719047531249,0.0,10.0,0.1389588573332657,0.0
2006-01-27,16.231842041015625,0.0034124815563048,0.0001721031703646,0.0,10.0,0.1329713696830429,0.0
2006-01-30,16.278541564941406,0.0028770316891808,0.0001723015876043,0.0,10.0,0.1363665746703344,0.0
2006-01-31,15.836976051330566,-0.0271256188307327,0.0001734126938713,0.0,10.0,0.1973711730540643,0.0
2006-02-01,16.219099044799805,0.024128532633421,0.0001730952376411,0.0,10.0,0.1352910079244829,0.0
2006-02-02,15.95586395263672,-0.0162299454141062,0.0001730952376411,0.0,10.0,0.1700109228671401,0.0
2006-02-03,15.75205898284912,-0.0127730450944288,0.0001730952376411,0.0,10.0,0.2178944814456006,0.0
2006-02-06,16.040775299072266,0.0183287985740467,0.000172500004844,0.0,10.0,0.1583942091678396,0.0
2006-02-07,16.155412673950195,0.0071466230740455,0.0001738888876778,0.0,10.0,0.1449951300864528,0.0
2006-02-08,16.388935089111328,0.0144547477600294,0.0001742857221573,0.0,10.0,0.1373391773071357,0.0
2006-02-09,16.34222984313965,-0.0028498035850242,0.0001744841204749,0.0,10.0,0.1388370643017534,0.0
2006-02-10,16.18088722229004,-0.0098727421164829,0.000175595245664,0.0,10.0,0.1489434265935365,0.0
2006-02-13,16.028039932250977,-0.0094461624964857,0.0001754761877514,0.0,10.0,0.1682208830058497,0.0
2006-02-14,16.240331649780273,0.0132450205032326,0.0001764682550278,0.0,10.0,0.1470785672793909,0.0
2006-02-15,16.219099044799805,-0.0013073997156182,0.0001758730222308,0.0,10.0,0.1535664859948229,0.0
2006-02-16,16.431392669677734,0.0130891132911599,0.0001757936439816,0.0,10.0,0.1479124024935152,0.0
2006-02-17,16.087482452392578,-0.0209300711265821,0.0001756746049911,0.0,10.0,0.1679912102147986,0.0
2006-02-21,15.811498641967772,-0.0171551895233775,0.0001763888957008,0.0,10.0,0.2102436775844807,0.0
2006-02-22,15.943123817443848,0.0083246489441999,0.0001766666722676,0.0,10.0,0.1803350725755742,0.0
2006-02-23,15.709599494934082,-0.0146473379485555,0.000177658739544,0.0,10.0,0.2229191724524329,0.0
2006-02-24,15.688372611999512,-0.0013512045893604,0.0001778571378617,0.0,10.0,0.2274830634848015,0.0
2006-02-27,15.811498641967772,0.0078482346775781,0.0001781745940919,0.0,10.0,0.1961891561219465,0.0
2006-02-28,15.718094825744627,-0.0059073348034971,0.0001788492051381,0.0,10.0,0.2160731435353663,0.0
2006-03-01,16.35921287536621,0.040788534280344,0.0001780555551014,0.0,10.0,0.1382476579994993,0.0
2006-03-02,16.34647560119629,-0.0007785994513893,0.0001780555551014,0.0,10.0,0.1396495431687677,0.0
2006-03-03,16.10870933532715,-0.0145454146612338,0.0001782539723411,0.0,10.0,0.1588276733415421,0.0
2006-03-06,15.900664329528809,-0.0129150636135749,0.0001771825457376,0.0,10.0,0.196316641469351,0.0
2006-03-07,15.590720176696776,-0.0194925285138207,0.0001778571378617,0.0,10.0,0.263844221269078,0.0
2006-03-08,15.493062019348145,-0.0062638644168984,0.0001779761957743,0.0,10.0,0.2772990279554926,0.0
2006-03-09,15.251049041748049,-0.0156207325122602,0.0001775793612949,0.0,10.0,0.3456807831606526,0.0
2006-03-10,15.255294799804688,0.0002783912139432,0.0001781745940919,0.0,10.0,0.3199946293136127,0.0
2006-03-13,15.24255657196045,-0.0008350037158508,0.0001782539723411,0.0,10.0,0.3256698759359282,0.0
2006-03-14,15.505800247192385,0.0172703098715203,0.000177658739544,0.0,10.0,0.230677548149727,0.0
2006-03-15,15.641667366027832,0.0087623416185855,0.0001785714285714,0.0,10.0,0.1888974245205939,0.0
2006-03-16,15.12367343902588,-0.0331162858076744,0.0001782539723411,0.0,10.0,0.3211232046912862,0.0
2006-03-17,15.093953132629396,-0.0019651512918675,0.0001792460396176,0.0,10.0,0.3171585805884152,0.0
2006-03-20,15.106694221496582,0.0008441187510805,0.0001797619130876,0.0,10.0,0.3085251345935056,0.0
2006-03-21,15.161888122558594,0.0036536054978508,0.0001812301552484,0.0,10.0,0.2863091941526278,0.0
2006-03-22,15.217083930969238,0.0036404310574302,0.0001812301552484,0.0,10.0,0.248715236280635,0.0
2006-03-23,15.212838172912598,-0.0002790125937335,0.0001804365052117,0.0,10.0,0.2387908640448092,0.0
2006-03-24,15.36993408203125,0.0103265352153927,0.0001799603114052,0.0,10.0,0.1943794325032529,0.0
2006-03-27,15.420884132385254,0.0033149166471422,0.0001792460396176,0.0,10.0,0.1893659669075303,0.0
2006-03-28,15.119426727294922,-0.019548646011628,0.0001796428551749,0.0,10.0,0.2600997049526277,0.0
2006-03-29,15.573732376098633,0.0300478091529461,0.0001786507878984,0.0,10.0,0.158057909613123,0.0
2006-03-30,15.599210739135742,0.0016359831042307,0.0001779761957743,0.0,10.0,0.1546160439090158,0.0
2006-03-31,15.420884132385254,-0.011431771115387,0.0001791666613684,0.0,10.0,0.1818386960442894,0.0
2006-04-03,15.51004695892334,0.0057819529524143,0.0001796428551749,0.0,10.0,0.1744692110498163,0.0
2006-04-04,15.446358680725098,-0.0041062595340242,0.0001806349224514,0.0,10.0,0.1901089328615915,0.0
2006-04-05,15.86245059967041,0.0269378646155962,0.0001804365052117,0.0,10.0,0.1425890931743691,0.0
2006-04-06,16.0025634765625,0.0088329905906847,0.0001806349224514,0.0,10.0,0.1401223397092517,0.0
2006-04-07,15.662899017333984,-0.02122562798929,0.0001810317380087,0.0,10.0,0.1582928381015111,0.0
2006-04-10,15.539767265319824,-0.0078613640985548,0.0001812301552484,0.0,10.0,0.1815699097500949,0.0
2006-04-11,15.488819122314451,-0.003278565382319,0.0001814285724882,0.0,10.0,0.1957450948110478,0.0
2006-04-12,15.548258781433104,0.0038375849475198,0.0001818253880455,0.0,10.0,0.18623682603256,0.0
2006-04-13,15.624685287475586,0.0049154382569027,0.0001816269897279,0.0,10.0,0.1777840764624763,0.0
2006-04-17,15.348706245422363,-0.0176630144528057,0.0001816269897279,0.0,10.0,0.2285274647371504,0.0
2006-04-18,15.870946884155272,0.0340250592057986,0.0001824206397646,0.0,10.0,0.144611205033969,0.0
2006-04-19,16.078989028930664,0.0131083637475399,0.0001826190570044,0.0,10.0,0.1358864402588981,0.0
2006-04-20,16.240331649780273,0.0100343759523255,0.0001826190570044,0.0,10.0,0.1364773069248928,0.0
2006-04-21,15.887927055358888,-0.0216993471574918,0.0001835317460317,0.0,10.0,0.1401083483056178,0.0
2006-04-24,15.777533531188965,-0.0069482647915788,0.0001834127070411,0.0,10.0,0.1496834385824872,0.0
2006-04-25,15.913402557373049,0.0086115504629096,0.0001847222305479,0.0,10.0,0.1417125717226152,0.0
2006-04-26,15.849714279174805,-0.0040021785390413,0.0001848015898749,0.0,10.0,0.1484905484263078,0.0
2006-04-27,16.134183883666992,0.0179479326555405,0.0001848015898749,0.0,10.0,0.1349385039270484,0.0
2006-04-28,15.98558235168457,-0.0092103531888498,0.0001845238133082,0.0,10.0,0.1411717488928409,0.0
2006-05-01,15.777533531188965,-0.0130147789375768,0.0001844047553955,0.0,10.0,0.1650033472743167,0.0
2006-05-02,15.819992065429688,0.0026910755193003,0.0001857936571514,0.0,10.0,0.1627193323971161,0.0
2006-05-03,15.926139831542969,0.0067097230943142,0.0001863888899485,0.0,10.0,0.1594117320171526,0.0
2006-05-04,16.028039932250977,0.0063982924792727,0.000185396822672,0.0,10.0,0.1563861114956184,0.0
2006-05-05,16.1596622467041,0.0082120031525676,0.0001863095306214,0.0,10.0,0.1560461616275717,0.0
2006-05-08,16.146923065185547,-0.0007883321646251,0.000186507928939,0.0,10.0,0.1585509090322632,0.0
2006-05-09,15.989829063415527,-0.0097290363703244,0.0001886904807317,0.0,10.0,0.1725014943119389,0.0
2006-05-10,15.624685287475586,-0.0228360024670547,0.0001885714228191,0.0,10.0,0.222181260415573,0.0
2006-05-11,15.36993408203125,-0.0163044055452776,0.0001863095306214,0.0,10.0,0.2758489250283851,0.0
2006-05-12,15.25954532623291,-0.0071821229166749,0.0001867857055058,0.0,10.0,0.3048018207792942,0.0
2006-05-15,15.15764045715332,-0.0066781065163458,0.0001863888899485,0.0,10.0,0.3215397949478349,0.0
2006-05-16,15.144906997680664,-0.0008400687104731,0.0001867857055058,0.0,10.0,0.3145789107962288,0.0
2006-05-17,14.864680290222168,-0.0185030325707123,0.0001867857055058,0.0,10.0,0.3871101529763968,0.0
2006-05-18,14.728812217712402,-0.0091403292810231,0.0001867857055058,0.0,10.0,0.4175010271444795,0.0
2006-05-19,14.936860084533691,0.014125230449411,0.0001863888899485,0.0,10.0,0.3286560967869074,0.0
2006-05-22,14.533503532409668,-0.0270041059393518,0.0001857936571514,0.0,10.0,0.4380319418322937,0.0
2006-05-23,14.266016960144045,-0.0184048238381838,0.0001869841227455,0.0,10.0,0.5044371735779258,0.0
2006-05-24,14.4358491897583,0.0119046703847842,0.0001865873071882,0.0,10.0,0.4261483617586876,0.0
2006-05-25,14.4358491897583,0.0,0.0001863888899485,0.0,10.0,0.4119702830835153,0.0
2006-05-26,14.52076530456543,0.0058823082515557,0.0001869841227455,0.0,10.0,0.3731643446713557,0.0
2006-05-30,14.278757095336914,-0.0166663536082651,0.0001863888899485,0.0,10.0,0.4424057197051989,0.0
2006-05-31,14.448589324951172,0.0118940485141889,0.0001871031806582,0.0,10.0,0.372712737394002,0.0
2006-06-01,14.699090957641602,0.0173374456880603,0.0001867857055058,0.0,10.0,0.2826099856621281,0.0
2006-06-02,14.690598487854004,-0.0005777547613026,0.0001857936571514,0.0,10.0,0.2819992142542034,0.0
2006-06-05,14.278757095336914,-0.0280343508712456,0.0001865873071882,0.0,10.0,0.4044429244243514,0.0
2006-06-06,14.282999038696287,0.0002970807144522,0.000187976190022,0.0,10.0,0.3851895478466855,0.0
2006-06-07,13.973054885864258,-0.0217002151993647,0.0001877777727823,0.0,10.0,0.4783771078498557,0.0
2006-06-08,13.905120849609377,-0.0048617884070294,0.000187896830695,0.0,10.0,0.4825893397251801,0.0
2006-06-09,13.828696250915527,-0.0054961477516389,0.0001883730245014,0.0,10.0,0.4953402742993126,0.0
2006-06-12,13.539977073669434,-0.0208782644442695,0.0001897619073353,0.0,10.0,0.5675332875884644,0.0
2006-06-13,13.514503479003906,-0.0018813617280832,0.0001893650728558,0.0,10.0,0.5602076068619548,0.0
2006-06-14,13.697072982788086,0.0135091536339324,0.0001888888979715,0.0,10.0,0.4883296848364346,0.0
2006-06-15,14.13864040374756,0.0322380863060562,0.0001873015789758,0.0,10.0,0.3270748372871077,0.0
2006-06-16,14.011266708374023,-0.0090089069200582,0.0001882936462523,0.0,10.0,0.3680630853636016,0.0
2006-06-19,13.934839248657228,-0.0054547145028019,0.0001886904807317,0.0,10.0,0.3936487983610913,0.0
2006-06-20,13.896628379821776,-0.0027421104867882,0.000190476198045,0.0,10.0,0.4000454473729428,0.0
2006-06-21,14.130148887634276,0.0168041125825582,0.0001898809463258,0.0,10.0,0.3188065837085165,0.0
2006-06-22,13.951825141906738,-0.0126200896498404,0.0001894841307685,0.0,10.0,0.3695325146404014,0.0
2006-06-23,13.777746200561523,-0.0124771447158077,0.0001918650808788,0.0,10.0,0.4218888474024327,0.0
2006-06-26,13.892383575439451,0.0083204736978865,0.0001924603136758,0.0,10.0,0.3692837416989284,0.0
2006-06-27,13.624896049499512,-0.0192542571609406,0.0001948412637861,0.0,10.0,0.457145986615063,0.0
2006-06-28,13.66310691833496,0.0028044888340157,0.0001932539637126,0.0,10.0,0.4188911147499656,0.0
2006-06-29,14.040987968444824,0.0276570367463622,0.0001930555464729,0.0,10.0,0.292246267645858,0.0
2006-06-30,13.973054885864258,-0.0048381981904148,0.0001928571481553,0.0,10.0,0.3132097908795248,0.0
2006-07-03,14.155624389648438,0.0130658259969245,0.0001938492154318,0.0,10.0,0.2697076879457279,0.0
