Date,close,ret,rf,state,lam,p_bear,p_bear_jm,p_bear_combo
2010-01-04,10654.7900390625,0.010273571457342534,2.182539670713361e-06,0.0,50.0,0.051391355217729674,0.10278271043545935,0.0
2010-01-05,10681.830078125,0.002537829367201594,2.3809523277339444e-06,0.0,50.0,0.05697951180568806,0.11395902361137612,0.0
2010-01-06,10731.4501953125,0.004645282393053174,1.7857143566721944e-06,0.0,50.0,0.05974834036438592,0.11949668072877184,0.0
2010-01-07,10681.66015625,-0.004639637528602414,1.7857143566721944e-06,0.0,50.0,0.04561419081967036,0.09122838163934072,0.0
2010-01-08,10798.3203125,0.010921537901740885,1.5873015518226308e-06,0.0,50.0,0.06122407188776277,0.12244814377552554,0.0
2010-01-12,10879.1396484375,0.007484435875081852,1.5873015518226308e-06,0.0,50.0,0.07583577625888598,0.15167155251777195,0.0
2010-01-13,10735.0302734375,-0.01324639444449982,1.984127013692778e-06,0.0,50.0,0.023749006544272873,0.047498013088545746,0.0
2010-01-14,10907.6796875,0.016082806444402742,1.7857143566721944e-06,0.0,50.0,0.04774277869259198,0.09548555738518397,0.0
2010-01-15,10982.099609375,0.006822708770984898,2.182539670713361e-06,0.0,50.0,0.06727885793973949,0.13455771587947898,0.0
2010-01-18,10855.080078125,-0.011566051644766429,2.182539670713361e-06,0.0,50.0,0.049014078539459736,0.09802815707891947,0.0
2010-01-19,10764.900390625,-0.00830760223332938,1.984127013692778e-06,0.0,50.0,0.023626872131839692,0.047253744263679384,0.0
2010-01-20,10737.51953125,-0.002543531141156241,1.984127013692778e-06,0.0,50.0,0.01966518312214247,0.03933036624428494,0.0
2010-01-21,10868.41015625,0.012190024392417786,1.5873015518226308e-06,0.0,50.0,0.026223593177265525,0.05244718635453105,0.0
2010-01-22,10590.5498046875,-0.025565869116810358,1.7857143566721944e-06,0.0,50.0,0.10524292706747293,0.09997084375908716,0.11051501037585869
2010-01-25,10512.6904296875,-0.007351778371840423,1.7857143566721944e-06,0.0,50.0,0.09286345818903391,0.12444381251208045,0.061283103865987384
2010-01-26,10325.2802734375,-0.01782704032839777,2.5793649847545313e-06,0.0,50.0,0.17946796868737624,0.2717606762353271,0.08717526113942538
2010-01-27,10252.080078125,-0.007089414851121578,2.777777789604095e-06,0.0,50.0,0.2119346005226717,0.36247454159002995,0.06139465945531345
2010-01-28,10414.2900390625,0.015822151183115363,2.777777789604095e-06,0.0,50.0,0.12321716881557793,0.1892739502859873,0.05716038734516853
2010-01-29,10198.0400390625,-0.02076473760466413,2.777777789604095e-06,0.0,50.0,0.24594419281314636,0.411927192495236,0.07996119313105672
2010-02-01,10205.01953125,0.0006843954486122072,3.3730159084948255e-06,0.0,50.0,0.21117365775076194,0.330529363710023,0.09181795179150087
2010-02-02,10371.08984375,0.016273394871166635,3.571428713344389e-06,0.0,50.0,0.19665186871877077,0.14382089500009193,0.24948284243744964
2010-02-03,10404.330078125,0.0032050859529513254,3.571428713344389e-06,0.0,50.0,0.18141750010358543,0.09899708175101707,0.2638379184561538
2010-02-04,10355.98046875,-0.004647066078445006,3.3730159084948255e-06,0.0,50.0,0.14618013764548995,0.11888857701566607,0.17347169827531383
2010-02-05,10057.08984375,-0.028861644332173753,3.3730159084948255e-06,0.0,50.0,0.32672421063921825,0.42767387564881987,0.22577454562961663
2010-02-08,9951.8203125,-0.01046719606620794,3.571428713344389e-06,0.0,50.0,0.37373207639098033,0.5136776896648093,0.23378646311715132
2010-02-09,9932.900390625,-0.00190115187783646,3.96825402738556e-06,0.0,50.0,0.3660104189472957,0.5579740243650734,0.174046813529518
2010-02-10,9963.990234375,0.0031299864618941076,3.96825402738556e-06,0.0,50.0,0.3571534151003439,0.5307862136905699,0.18352061651011786
2010-02-12,10092.1904296875,0.01286635095949995,3.571428713344389e-06,0.0,50.0,0.2211061067704416,0.2958816799548443,0.14633053358603887
2010-02-15,10013.2998046875,-0.00781699726631524,3.571428713344389e-06,0.0,50.0,0.24152048121946965,0.4561241362250595,0.026916826213879783
2010-02-16,10034.25,0.0020922368970408556,3.3730159084948255e-06,0.0,50.0,0.2174941482910668,0.40455306422179255,0.030435232360341048
2010-02-17,10306.830078125,0.02716496779779254,3.571428713344389e-06,0.0,50.0,0.17036272522070034,0.12339030490082917,0.21733514554057154
2010-02-18,10335.6904296875,0.0028001190806232756,3.3730159084948255e-06,0.0,50.0,0.1638037286688787,0.1112804900769589,0.21632696726079856
2010-02-19,10123.580078125,-0.020522126993398504,3.7698412225359962e-06,0.0,50.0,0.293258805690393,0.25027856558432643,0.3362390457964595
2010-02-22,10400.4697265625,0.02735096144849014,3.3730159084948255e-06,0.0,50.0,0.20581147743877004,0.12764191981848252,0.2839810350590576
2010-02-23,10352.099609375,-0.004650762750067372,4.563492146276289e-06,0.0,50.0,0.15573837954150452,0.07225230869981968,0.23922445038318935
2010-02-24,10198.830078125,-0.014805646876812961,4.365079341426725e-06,0.0,50.0,0.2584770966082599,0.17658618301901682,0.34036801019750296
2010-02-25,10101.9599609375,-0.00949815973454371,4.563492146276289e-06,0.0,50.0,0.37578379851153104,0.36859714254384335,0.38297045447921874
2010-02-26,10126.0302734375,0.0023827368741389243,4.563492146276289e-06,0.0,50.0,0.29522079704714155,0.2517629028389822,0.3386786912553008
2010-03-01,10172.0595703125,0.004545640851552957,4.761904655467893e-06,0.0,50.0,0.2373829927426217,0.1577922721990934,0.31697371328615
2010-03-02,10221.83984375,0.004893824411212222,4.96031746031746e-06,0.0,50.0,0.21792736551982717,0.11582901342531199,0.32002571761434234
2010-03-03,10253.1396484375,0.0030620519560025095,5.357143070016588e-06,0.0,50.0,0.11118506502555894,0.1487896694971147,0.07358046055400319
2010-03-04,10145.7197265625,-0.010476783264272593,5.357143070016588e-06,0.0,50.0,0.13062450851945445,0.15957271154318692,0.10167630549572199
2010-03-05,10368.9599609375,0.02200339063088208,5.753968088399794e-06,0.0,50.0,0.07672540214814451,0.03925110907593366,0.11419969522035536
2010-03-08,10585.919921875,0.020923984831153986,5.753968088399794e-06,0.0,50.0,0.04836670436197473,0.09467550702512804,0.0020579016988214174
2010-03-09,10567.650390625,-0.0017258331240771474,5.952381188907317e-06,0.0,50.0,0.03468382877716276,0.06936765755432552,0.0
2010-03-10,10563.919921875,-0.0003530083426406261,5.753968088399794e-06,0.0,50.0,0.02318722431310229,0.04637444862620458,0.0
2010-03-11,10664.9501953125,0.009563710647625623,5.753968088399794e-06,0.0,50.0,0.05087893331473792,0.10175786662947583,0.0
2010-03-12,10751.259765625,0.008092824507557106,5.55555557920819e-06,0.0,50.0,0.06063983861827833,0.12127967723655667,0.0
2010-03-15,10751.98046875,6.703429558130303e-05,5.753968088399794e-06,0.0,50.0,0.04886978665009105,0.0977395733001821,0.0
2010-03-16,10721.7099609375,-0.0028153425222896544,6.150793698098924e-06,0.0,50.0,0.027060636308310588,0.054121272616621176,0.0
2010-03-17,10846.98046875,0.011683817998145773,5.952381188907317e-06,0.0,50.0,0.05276409634136438,0.10552819268272876,0.0
2010-03-18,10744.0302734375,-0.009491138626929185,5.753968088399794e-06,0.0,50.0,0.014361259462054757,0.028722518924109514,0.0
2010-03-19,10824.7197265625,0.007510166210578317,5.753968088399794e-06,0.0,50.0,0.03027564495672498,0.06055128991344996,0.0
2010-03-23,10774.150390625,-0.004671653143444421,5.158729969509063e-06,0.0,50.0,0.014532342620527746,0.02906468524105549,0.0
2010-03-24,10815.0302734375,0.003794255818822645,5.357143070016588e-06,0.0,50.0,0.021520974734006056,0.04304194946801211,0.0
2010-03-25,10828.849609375,0.0012777898524649611,5.158729969509063e-06,0.0,50.0,0.02968011683513607,0.05936023367027214,0.0
2010-03-26,10996.3701171875,0.015469834179566933,5.158729969509063e-06,0.0,50.0,0.05279714126946957,0.10559428253893914,0.0
2010-03-29,10986.4697265625,-0.0009003326115338828,4.96031746031746e-06,0.0,50.0,0.05426406410276531,0.10852812820553062,0.0
2010-03-30,11097.1396484375,0.010073292388675936,5.952381188907317e-06,0.0,50.0,0.08049017193056716,0.16098034386113433,0.0
2010-03-31,11089.9404296875,-0.0006487454405436077,5.952381188907317e-06,0.0,50.0,0.06467199995557411,0.12934399991114823,0.0
2010-04-01,11244.400390625,0.013927934231640737,5.952381188907317e-06,0.0,50.0,0.09741071435183185,0.1948214287036637,0.0
2010-04-02,11286.08984375,0.0037075745861698817,5.952381188907317e-06,0.0,50.0,0.10172722124069447,0.20345444248138894,0.0
2010-04-05,11339.2998046875,0.004714649774560042,6.3492062072905275e-06,0.0,50.0,0.1062809669752194,0.2125619339504388,0.0
2010-04-06,11282.3203125,-0.005024956846448769,6.547619307798051e-06,0.0,50.0,0.07145976607722683,0.14291953215445366,0.0
2010-04-07,11292.830078125,0.0009315251946317993,6.3492062072905275e-06,0.0,50.0,0.07127456748348768,0.14254913496697535,0.0
2010-04-08,11168.2001953125,-0.011036195705620089,6.150793698098924e-06,0.0,50.0,0.02936171509887344,0.05872343019774688,0.0
2010-04-09,11204.33984375,0.0032359420323311294,5.952381188907317e-06,0.0,50.0,0.02694287611372165,0.0538857522274433,0.0
2010-04-12,11251.900390625,0.004244832586145719,5.357143070016588e-06,0.0,50.0,0.03871505984515492,0.07743011969030984,0.0
2010-04-13,11161.23046875,-0.008058187392997684,5.952381188907317e-06,0.0,50.0,0.024592716469754944,0.04918543293950989,0.0
2010-04-14,11204.900390625,0.003912644040213076,6.150793698098924e-06,0.0,50.0,0.030090995826048704,0.06018199165209741,0.0
2010-04-15,11273.7900390625,0.006148171428202787,5.952381188907317e-06,0.0,50.0,0.04375151196444501,0.08750302392889002,0.0
