Date,close,ret,rf,state,lam,p_bear,p_bear_jm,p_bear_combo
1999-01-04,1854.3900146484373,0.010010841327144249,0.00017341269387139213,0.0,150.0,0.37102978677896936,0.22356941124846025,0.5184901623094785
1999-01-05,1903.0,0.02621346370913158,0.00017341269387139213,0.0,150.0,0.3796058275340792,0.24911291552775647,0.5100987395404019
1999-01-06,1963.949951171875,0.0320283505895298,0.00017341269387139213,0.0,150.0,0.40994866258692064,0.2787493026368773,0.541148022536964
1999-01-07,1966.3499755859373,0.0012220394988324834,0.0001710317437610929,0.0,150.0,0.3349613036996928,0.2725495081385143,0.39737309926087133
1999-01-08,1973.6600341796875,0.0037175775851254755,0.00017301587831406367,0.0,150.0,0.25698395089560616,0.2651629639803139,0.24880493781089838
1999-01-11,2000.1800537109373,0.01343697449002268,0.00017420634390815856,0.0,150.0,0.1690551321746412,0.27592446446981195,0.062185799879470406
1999-01-12,1939.0799560546875,-0.03054729875087525,0.00017301587831406367,0.0,150.0,0.48759954368034725,0.23827442980348937,0.7369246575572052
1999-01-13,1948.7099609375,0.0049662752960459855,0.00017222222827729724,0.0,150.0,0.47938890107084264,0.23727763456376544,0.7215001675779198
1999-01-14,1906.1199951171875,-0.02185546678266226,0.0001710317437610929,0.0,150.0,0.5706418043078734,0.2204921563067037,0.9207914523090431
1999-01-15,1981.6199951171875,0.03960925870008425,0.00017142857824053084,0.0,150.0,0.6217675581593275,0.243535116318655,1.0
1999-01-19,2033.7099609375,0.026286556427904895,0.000169841278166998,0.0,150.0,0.6311756689481929,0.26235133789638587,1.0
1999-01-20,2033.7099609375,0.0,0.0001702380937243265,0.0,150.0,0.6240267390941681,0.2480534781883362,1.0
1999-01-21,1961.760009765625,-0.03537866881406604,0.00016706349357726083,0.0,150.0,0.6185648943811289,0.23712978876225782,1.0
1999-01-22,1964.2099609375,0.0012488536618542323,0.00016865079365079366,0.0,150.0,0.6152482022739312,0.23049640454786227,1.0
1999-01-25,1997.1600341796875,0.01677522968392897,0.0001702380937243265,0.0,150.0,0.6169979587965847,0.23399591759316948,1.0
1999-01-26,2062.199951171875,0.03256620194630622,0.00017261904383462573,0.0,150.0,0.6271990097608763,0.2543980195217526,1.0
1999-01-27,2030.3599853515625,-0.015439805340999535,0.00017301587831406367,0.0,150.0,0.6174128920811597,0.23482578416231947,1.0
1999-01-28,2104.590087890625,0.036560069679569374,0.00017341269387139213,0.0,150.0,0.6293091377207145,0.258618275441429,1.0
1999-01-29,2127.18994140625,0.01073836356336555,0.00017301587831406367,0.0,150.0,0.6316465376457238,0.26329307529144746,1.0
1999-02-01,2130.929931640625,0.0017581834896711612,0.00017499999394492496,0.0,150.0,0.6275100121302147,0.2550200242604295,1.0
1999-02-02,2078.68994140625,-0.024515114016046002,0.00017499999394492496,0.0,150.0,0.6180459226240634,0.2360918452481268,1.0
1999-02-03,2119.93994140625,0.0198442293765535,0.00017301587831406367,0.0,150.0,0.6234267313264827,0.2468534626529654,1.0
1999-02-04,2027.6600341796875,-0.04352949129556427,0.00017301587831406367,0.0,150.0,0.625516320710257,0.251032641420514,1.0
1999-02-05,1988.550048828125,-0.01928823604169172,0.00017420634390815856,0.0,150.0,0.6274098332392566,0.2548196664785132,1.0
1999-02-08,2034.2099609375,0.02296140956385928,0.0001746031783875965,0.0,150.0,0.6217517001753708,0.2435034003507416,1.0
1999-02-09,1935.3299560546875,-0.04860855407336717,0.00017499999394492496,0.0,150.0,0.6521016148512556,0.3042032297025113,1.0
1999-02-10,1944.1800537109373,0.0045729141062289536,0.00017341269387139213,0.0,150.0,0.6444288528541529,0.28885770570830577,1.0
