Date,close,ret,rf,state,lam,p_bear,raw_state,vm_alarm
2020-01-02,208.39083862304688,0.0135135365792389,5.932539701461792e-05,0.0,,,0.0,0.0
2020-01-03,210.37551879882807,0.009523836023191,5.845238292028033e-05,0.0,,,0.0,0.0
2020-01-06,209.38319396972656,-0.0047169216017497,5.904762044785515e-05,0.0,,,0.0,0.0
2020-01-07,210.970932006836,0.0075829296850777,5.952380952380952e-05,0.0,,,0.0,0.0
2020-01-08,209.18472290039065,-0.0084666123880395,5.924603295704674e-05,0.0,,,0.0,0.0
2020-01-09,213.94793701171875,0.0227703727370007,5.952380952380952e-05,0.0,,,0.0,0.0
2020-01-10,216.3295440673828,0.0111317131117445,5.944444546623834e-05,0.0,,,0.0,0.0
2020-01-13,221.09278869628903,0.0220184656212401,5.992063454219273e-05,0.0,,,0.0,0.0
2020-01-14,221.8866577148437,0.0035906599362007,6.071428457895915e-05,0.0,,,0.0,0.0
2020-01-15,219.10809326171875,-0.0125224494421642,5.984127048462156e-05,0.0,,,0.0,0.0
2020-01-16,217.71881103515625,-0.0063406248755176,6.023809550300477e-05,0.0,,,0.0,0.0
2020-01-17,218.71115112304688,0.0045578977910658,6.043650801219637e-05,0.0,,,0.0,0.0
2020-01-20,218.5126953125,-0.0009073877098988,6.043650801219637e-05,0.0,,,0.0,0.0
2020-01-21,214.1464233398437,-0.0199817771064148,5.964285797542996e-05,0.0,,,0.0,0.0
2020-01-22,216.7264862060547,0.0120481249510131,6.003968299381317e-05,0.0,,,0.0,0.0
2020-01-23,211.76480102539065,-0.0228937647055591,6.011904705138434e-05,0.0,,,0.0,0.0
2020-01-24,212.95559692382807,0.0056232003273037,5.912698450542632e-05,0.0,,,0.0,0.0
2020-01-29,205.810775756836,-0.0335507555105382,6.031745956057594e-05,0.0,,,0.0,0.33415250525564927
2020-01-30,200.2536773681641,-0.0270010079318566,6.063492052138797e-05,0.0,,,0.0,0.4016490022133269
2020-01-31,198.86441040039065,-0.0069375353603085,5.992063454219273e-05,0.0,,,0.0,0.4140345271887258
2020-02-03,203.4291839599609,0.022954200554939,6.023809550300477e-05,0.0,,,0.0,0.46331192971421375
2020-02-04,211.5663452148437,0.0399999699968531,6.10317455397712e-05,0.0,,,0.0,0.4586878081899308
2020-02-05,213.94793701171875,0.0112569501281338,6.031745956057594e-05,0.0,,,0.0,0.47219142306583234
2020-02-06,215.7341461181641,0.0083488026638345,6.071428457895915e-05,0.0,,,0.0,0.47304423434253684
2020-02-07,213.74948120117188,-0.0091995864016127,6.023809550300477e-05,0.0,,,0.0,0.4271111223464219
2020-02-10,210.970932006836,-0.0129990921087702,6.031745956057594e-05,0.0,,,0.0,0.336072056949023
2020-02-11,210.57400512695312,-0.0018814292381758,6.10317455397712e-05,0.0,,,0.0,0.31603707813051046
2020-02-12,213.3525390625,0.0131950471943187,6.091269708815076e-05,0.0,,,0.0,0.0
2020-02-13,215.53567504882807,0.0102325287335274,6.130952210653396e-05,0.0,,,0.0,0.0
2020-02-14,213.3525390625,-0.0101288846305072,6.091269708815076e-05,0.0,,,0.0,0.0
2020-02-17,215.7341461181641,0.0111627781236127,6.091269708815076e-05,0.0,,,0.0,0.0
2020-02-18,212.3601989746093,-0.015639374685298,6.091269708815076e-05,0.0,,,0.0,0.0
2020-02-19,212.3601989746093,0.0,6.123015804896279e-05,0.0,,,0.0,0.0
