Date,close,ret,rf,state,lam,p_bear
2010-01-04,21823.279296875,-0.0022503464681677,2.182539670713361e-06,0.0,150.0,0.2800720111851453
2010-01-05,22279.580078125,0.0209089007679674,2.3809523277339444e-06,0.0,150.0,0.1824620691453579
2010-01-06,22416.669921875,0.0061531610232008,1.7857143566721944e-06,0.0,150.0,0.1630097317785183
2010-01-07,22269.44921875,-0.0065674653567225,1.7857143566721944e-06,0.0,150.0,0.1708526831915209
2010-01-08,22296.75,0.0012259297920584,1.5873015518226308e-06,0.0,150.0,0.1847798480766868
2010-01-11,22411.51953125,0.0051473659277696,9.92063506846389e-07,0.0,150.0,0.2442985351571455
2010-01-12,22326.640625,-0.0037872892166748,1.5873015518226308e-06,0.0,150.0,0.2402456068962643
2010-01-13,21748.599609375,-0.0258901921401353,1.984127013692778e-06,0.0,150.0,0.4432115686180861
2010-01-14,21716.94921875,-0.0014552840731573,1.7857143566721944e-06,0.0,150.0,0.4910073213685825
2010-01-15,21654.16015625,-0.0028912469181348,2.182539670713361e-06,0.0,150.0,0.4953495887743325
2010-01-18,21460.009765625,-0.0089659626244595,2.182539670713361e-06,0.0,150.0,0.5150593994645644
2010-01-19,21677.98046875,0.0101570644890456,1.984127013692778e-06,0.0,150.0,0.4087844784205046
2010-01-20,21286.169921875,-0.0180741258365748,1.984127013692778e-06,0.0,150.0,0.4954957028664452
2010-01-21,20862.669921875,-0.0198955472757353,1.5873015518226308e-06,0.0,150.0,0.5565970971391773
2010-01-22,20726.1796875,-0.0065423186431131,1.7857143566721944e-06,0.0,150.0,0.5335482178456288
2010-01-25,20598.55078125,-0.0061578596815395,1.7857143566721944e-06,0.0,150.0,0.5183804369117284
2010-01-26,20109.330078125,-0.0237502486616834,2.5793649847545317e-06,0.0,150.0,0.5599088527893075
2010-01-27,20033.0703125,-0.0037922578886879,2.777777789604095e-06,0.0,150.0,0.5607749019802315
2010-01-28,20356.369140625,0.0161382565468894,2.777777789604095e-06,0.0,150.0,0.5465854513049034
2010-01-29,20121.990234375,-0.0115137873866834,2.777777789604095e-06,0.0,150.0,0.5535375848064027
2010-02-01,20243.75,0.0060510796500137,3.373015908494825e-06,0.0,150.0,0.5235674228702742
2010-02-02,20272.1796875,0.0014043686322939,3.571428713344389e-06,0.0,150.0,0.5327145965492245
2010-02-03,20722.080078125,0.0221929954035684,3.571428713344389e-06,0.0,150.0,0.4039086319120686
2010-02-04,20341.640625,-0.0183591343962908,3.373015908494825e-06,0.0,150.0,0.53296976318951
2010-02-05,19665.080078125,-0.0332598810168489,3.373015908494825e-06,0.0,150.0,0.6383269201872681
2010-02-08,19550.890625,-0.0058067118298705,3.571428713344389e-06,0.0,150.0,0.6223018387859289
2010-02-09,19790.279296875,0.0122443870443882,3.96825402738556e-06,0.0,150.0,0.6038669088059344
2010-02-10,19922.220703125,0.0066669805044556,3.96825402738556e-06,0.0,150.0,0.5643230452079484
2010-02-11,20290.689453125,0.0184953653255233,3.769841222535996e-06,0.0,150.0,0.4370297674503858
2010-02-12,20268.689453125,-0.001084241126987,3.571428713344389e-06,0.0,150.0,0.4713435552953152
2010-02-17,20534.009765625,0.0130901562784115,3.571428713344389e-06,0.0,150.0,0.4280315139056243
2010-02-18,20422.150390625,-0.0054475173761365,3.373015908494825e-06,0.0,150.0,0.4849898231366175
2010-02-19,19894.01953125,-0.02586068799187,3.769841222535996e-06,0.0,150.0,0.6371907034610773
2010-02-22,20377.26953125,0.0242912197427422,3.373015908494825e-06,0.0,150.0,0.5531391829243528
2010-02-23,20623.0,0.0120590478706263,4.563492146276289e-06,0.0,150.0,0.4412418224782475
2010-02-24,20467.740234375,-0.0075284762461814,4.365079341426725e-06,0.0,150.0,0.4738918849328432
2010-02-25,20399.5703125,-0.0033306032368199,4.563492146276289e-06,0.0,150.0,0.5026338305508247
2010-02-26,20608.69921875,0.0102516329043389,4.563492146276289e-06,0.0,150.0,0.4495602115551569
2010-03-01,21056.9296875,0.0217495759432597,4.761904655467893e-06,0.0,150.0,0.2891439227375229
2010-03-02,20906.109375,-0.007162502546111,4.96031746031746e-06,0.0,150.0,0.3078517920077157
2010-03-03,20876.7890625,-0.0014024758014067,5.357143070016588e-06,0.0,150.0,0.3773405797274001
2010-03-04,20575.779296875,-0.0144183937828681,5.357143070016588e-06,0.0,150.0,0.5075111359718686
2010-03-05,20787.970703125,0.0103126789604623,5.753968088399794e-06,0.0,150.0,0.3899479387445027
2010-03-08,21196.869140625,0.0196699544818259,5.753968088399794e-06,0.0,150.0,0.2839251685881879
2010-03-09,21207.55078125,0.0005039253936105,5.952381188907317e-06,0.0,150.0,0.2773508936975999
2010-03-10,21208.2890625,3.4812188244526254e-05,5.753968088399794e-06,0.0,150.0,0.3019971822681613
2010-03-11,21228.19921875,0.0009387912523883,5.753968088399794e-06,0.0,150.0,0.208184656245626
2010-03-12,21209.740234375,-0.000869550176385,5.55555557920819e-06,0.0,150.0,0.1752556996456894
2010-03-15,21079.099609375,-0.0061594636971681,5.753968088399794e-06,0.0,150.0,0.149340640417549
2010-03-16,21022.9296875,-0.00266472111788,6.150793698098924e-06,0.0,150.0,0.2110036059419
2010-03-17,21384.490234375,0.0171983901506354,5.952381188907317e-06,0.0,150.0,0.1348856441857878
2010-03-18,21330.669921875,-0.002516791932383,5.753968088399794e-06,0.0,150.0,0.1639796573476759
2010-03-19,21370.8203125,0.0018822845589028,5.753968088399794e-06,0.0,150.0,0.1145640111171217
2010-03-22,20933.25,-0.0204751294569661,5.55555557920819e-06,0.0,150.0,0.277673166064963
2010-03-23,20987.779296875,0.0026049130868355,5.158729969509063e-06,0.0,150.0,0.3480782072911872
2010-03-24,21008.619140625,0.0009929513482687,5.357143070016588e-06,0.0,150.0,0.396491236085273
2010-03-25,20778.55078125,-0.0109511414260496,5.158729969509063e-06,0.0,150.0,0.368952591229784
2010-03-26,21053.109375,0.0132135583776014,5.158729969509063e-06,0.0,150.0,0.2137555935816299
2010-03-29,21237.4296875,0.0087550161459226,4.96031746031746e-06,0.0,150.0,0.1639859524608101
2010-03-30,21374.7890625,0.0064677965752535,5.952381188907317e-06,0.0,150.0,0.1213981753131753
2010-03-31,21239.349609375,-0.0063364112145843,5.952381188907317e-06,0.0,150.0,0.2205497648529936
2010-04-01,21537.0,0.0140141010011727,5.952381188907317e-06,0.0,150.0,0.1171190760282041
2010-04-07,21928.76953125,0.0181905340228443,6.349206207290528e-06,0.0,150.0,0.1206521169522913
2010-04-08,21867.0390625,-0.0028150448050461,6.150793698098924e-06,0.0,150.0,0.1030200852121659
2010-04-09,22208.5,0.0156153257203246,5.952381188907317e-06,0.0,150.0,0.1376068388240366
2010-04-12,22138.169921875,-0.0031668090201949,5.357143070016588e-06,0.0,150.0,0.1323272928139445
2010-04-13,22103.529296875,-0.001564746549613,5.952381188907317e-06,0.0,150.0,0.1386312359612347
2010-04-14,22121.4296875,0.0008098430972076,6.150793698098924e-06,0.0,150.0,0.1416590819918252
2010-04-15,22157.8203125,0.0016450394714118,5.952381188907317e-06,0.0,150.0,0.18587822113516
2010-04-16,21865.259765625,-0.0132034894564947,5.952381188907317e-06,0.0,150.0,0.2416347635267582
2010-04-19,21405.169921875,-0.0210420479190153,5.952381188907317e-06,0.0,150.0,0.3746945887316601
2010-04-20,21623.380859375,0.0101943099866261,5.753968088399794e-06,0.0,150.0,0.234881811331041
